measured_at,tariff_zone,forecast_kwh,tariff_price_uah_per_kwh,forecast_cost_uah
2026-01-16 20:00:00,peak,88.41495211904763,7.92,700.2464207828572
2026-01-16 21:00:00,peak,88.91173527380955,7.92,704.1809433685717
2026-01-16 22:00:00,half_peak,76.31895009325397,5.28,402.964056492381
2026-01-16 23:00:00,night,74.62364316567458,2.64,197.0064179573809
2026-01-17 00:00:00,night,51.770167720568786,2.64,136.6732427823016
2026-01-17 01:00:00,night,51.6207445684524,2.64,136.27876566071436
2026-01-17 02:00:00,night,51.96400270734127,2.64,137.18496714738097
2026-01-17 03:00:00,night,53.28075097817462,2.64,140.661182582381
2026-01-17 04:00:00,night,52.32910092890213,2.64,138.14882645230162
2026-01-17 05:00:00,night,51.68240775992063,2.64,136.44155648619048
2026-01-17 06:00:00,night,51.74852949801584,2.64,136.61611787476184
2026-01-17 07:00:00,half_peak,51.69687637962961,5.28,272.9595072844443
2026-01-17 08:00:00,peak,52.76385625992066,7.92,417.8897415785716
2026-01-17 09:00:00,peak,71.14276592857141,7.92,563.4507061542855
2026-01-17 10:00:00,peak,71.31966365211639,7.92,564.8517361247618
2026-01-17 11:00:00,half_peak,70.73631232804232,5.28,373.48772909206343
2026-01-17 12:00:00,half_peak,69.57433288161376,5.28,367.35247761492064
2026-01-17 13:00:00,half_peak,69.95059280654762,5.28,369.33913001857144
2026-01-17 14:00:00,half_peak,69.98244682506615,5.28,369.5073192363493
2026-01-17 15:00:00,half_peak,70.00746923611109,5.28,369.6394375666666
2026-01-17 16:00:00,half_peak,70.99006956349207,5.28,374.82756729523817
2026-01-17 17:00:00,half_peak,71.67275534292328,5.28,378.4321482106349
2026-01-17 18:00:00,half_peak,72.5357922886905,5.28,382.9889832842859
2026-01-17 19:00:00,half_peak,51.56147924404762,5.28,272.2446104085714
2026-01-17 20:00:00,peak,52.024255279431216,7.92,412.0321018130952
2026-01-17 21:00:00,peak,52.65849406911378,7.92,417.05527302738113
2026-01-17 22:00:00,half_peak,52.798557636904775,5.28,278.7763843228572
2026-01-17 23:00:00,night,51.465388234127,2.64,135.86862493809528
2026-01-18 00:00:00,night,53.52474005753968,2.64,141.30531375190478
2026-01-18 01:00:00,night,53.641323255952365,2.64,141.61309339571426
2026-01-18 02:00:00,night,53.216754297619076,2.64,140.49223134571437
2026-01-18 03:00:00,night,53.03355120833336,2.64,140.00857519000007
2026-01-18 04:00:00,night,51.88052384126983,2.64,136.96458294095234
2026-01-18 05:00:00,night,52.303494904761905,2.64,138.08122654857144
2026-01-18 06:00:00,night,51.625086492724854,2.64,136.29022834079362
2026-01-18 07:00:00,half_peak,52.174566419312164,5.28,275.48171069396824
2026-01-18 08:00:00,peak,53.4630428078704,7.92,423.42729903833356
2026-01-18 09:00:00,peak,72.42792328174603,7.92,573.6291523914285
2026-01-18 10:00:00,peak,72.6669032113095,7.92,575.5218734335713
2026-01-18 11:00:00,half_peak,70.49965060714287,5.28,372.23815520571435
2026-01-18 12:00:00,half_peak,70.29325892361109,5.28,371.1484071166666
2026-01-18 13:00:00,half_peak,70.97039123214286,5.28,374.7236657057143
2026-01-18 14:00:00,half_peak,70.84876015079365,5.28,374.0814535961905
2026-01-18 15:00:00,half_peak,71.77903526388891,5.28,378.99330619333347
2026-01-18 16:00:00,half_peak,72.75074068353179,5.28,384.12391080904786
2026-01-18 17:00:00,half_peak,69.66343994014548,5.28,367.82296288396816
2026-01-18 18:00:00,half_peak,70.3592442824074,5.28,371.4968098111111
2026-01-18 19:00:00,half_peak,51.88144734325398,5.28,273.934041972381
2026-01-18 20:00:00,peak,52.086444591269874,7.92,412.5246411628574
2026-01-18 21:00:00,peak,52.92317989087303,7.92,419.1515847357144
2026-01-18 22:00:00,half_peak,51.64779155952381,5.28,272.70033943428575
2026-01-18 23:00:00,night,52.08254674007939,2.64,137.4979233938096
2026-01-19 00:00:00,night,55.55115593948416,2.64,146.6550516802382
2026-01-19 01:00:00,night,53.64324330753969,2.64,141.61816233190478
2026-01-19 02:00:00,night,54.25624662500002,2.64,143.23649109000004
2026-01-19 03:00:00,night,54.76056219246031,2.64,144.56788418809523
2026-01-19 04:00:00,night,53.650336484126974,2.64,141.63688831809523
2026-01-19 05:00:00,night,53.974381732142845,2.64,142.4923677728571
2026-01-19 06:00:00,night,73.6662774781746,2.64,194.47897254238097
2026-01-19 07:00:00,half_peak,74.11377855456352,5.28,391.3207507680954
2026-01-19 08:00:00,peak,107.07435962797621,7.92,848.0289282535715
2026-01-19 09:00:00,peak,107.46530210019843,7.92,851.1251926335716
2026-01-19 10:00:00,peak,105.825743155754,7.92,838.1398857935717
2026-01-19 11:00:00,half_peak,107.0766752410714,5.28,565.364845272857
2026-01-19 12:00:00,half_peak,107.02809949206343,5.28,565.1083653180949
2026-01-19 13:00:00,half_peak,107.36835307341272,5.28,566.9049042276192
2026-01-19 14:00:00,half_peak,109.48382697189149,5.28,578.0746064115871
2026-01-19 15:00:00,half_peak,108.91779234027777,5.28,575.0859435566666
2026-01-19 16:00:00,half_peak,109.34853103472224,5.28,577.3602438633335
2026-01-19 17:00:00,half_peak,110.87319499074081,5.28,585.4104695511115
2026-01-19 18:00:00,half_peak,88.33650608201059,5.28,466.41675211301595
2026-01-19 19:00:00,half_peak,86.07726373148152,5.28,454.48795250222247
2026-01-19 20:00:00,peak,89.20173449206348,7.92,706.4777371771428
2026-01-19 21:00:00,peak,88.3736749496753,7.92,699.9195056014285
2026-01-19 22:00:00,half_peak,74.76498959788358,5.28,394.75914507682535
2026-01-19 23:00:00,night,74.47297829563492,2.64,196.6086627004762
2026-01-20 00:00:00,night,55.13606678174604,2.64,145.55921630380954
2026-01-20 01:00:00,night,55.43695230158733,2.64,146.35355407619056
2026-01-20 02:00:00,night,54.46541086574074,2.64,143.78868468555558
2026-01-20 03:00:00,night,55.49439663194445,2.64,146.50520710833334
2026-01-20 04:00:00,night,55.76440467824072,2.64,147.21802835055553
2026-01-20 05:00:00,night,55.05055804166667,2.64,145.33347323
2026-01-20 06:00:00,night,74.85770932151877,2.64,197.62435260880955
2026-01-20 07:00:00,half_peak,75.15568341236774,5.28,396.8220084173017
2026-01-20 08:00:00,peak,109.71665844742064,7.92,868.9559349035715
2026-01-20 09:00:00,peak,106.32742090178573,7.92,842.1131735421429
2026-01-20 10:00:00,peak,108.21919748115083,7.92,857.0960440507146
2026-01-20 11:00:00,half_peak,108.58841531150793,5.28,573.3468328447619
2026-01-20 12:00:00,half_peak,110.30705758333335,5.28,582.4212640400001
2026-01-20 13:00:00,half_peak,108.31817164781741,5.28,571.9199463004759
2026-01-20 14:00:00,half_peak,110.43206069444447,5.28,583.0812804666668
2026-01-20 15:00:00,half_peak,109.60297186408737,5.28,578.7036914423813
2026-01-20 16:00:00,half_peak,109.51559456250003,5.28,578.2423392900001
2026-01-20 17:00:00,half_peak,110.25847959722218,5.28,582.1647722733331
2026-01-20 18:00:00,half_peak,87.60450065575398,5.28,462.551763462381
2026-01-20 19:00:00,half_peak,88.9201795188492,5.28,469.4985478595238
2026-01-20 20:00:00,peak,88.74005693948416,7.92,702.8212509607146
2026-01-20 21:00:00,peak,88.9710836607143,7.92,704.6509825928572
2026-01-20 22:00:00,half_peak,75.0332024126984,5.28,396.1753087390476
2026-01-20 23:00:00,night,74.15283788789682,2.64,195.76349202404762
2026-01-21 00:00:00,night,55.5495051498016,2.64,146.6506935954762
2026-01-21 01:00:00,night,55.47924153174604,2.64,146.46519764380955
2026-01-21 02:00:00,night,56.32818847685186,2.64,148.7064175788889
2026-01-21 03:00:00,night,56.11078745138888,2.64,148.13247887166665
2026-01-21 04:00:00,night,56.62222745734127,2.64,149.48268048738095
2026-01-21 05:00:00,night,55.81969156481481,2.64,147.36398573111111
2026-01-21 06:00:00,night,73.43183826554235,2.64,193.86005302103183
2026-01-21 07:00:00,half_peak,71.80120730357139,5.28,379.110374562857
2026-01-21 08:00:00,peak,105.85256370039684,7.92,838.352304507143
2026-01-21 09:00:00,peak,108.03878241071429,7.92,855.6671566928571
2026-01-21 10:00:00,peak,109.19824987599213,7.92,864.8501390178577
2026-01-21 11:00:00,half_peak,107.62213860317456,5.28,568.2448918247617
2026-01-21 12:00:00,half_peak,107.05363504464286,5.28,565.2431930357143
2026-01-21 13:00:00,half_peak,107.53855249900786,5.28,567.8035571947615
2026-01-21 14:00:00,half_peak,110.30655484920635,5.28,582.4186096038095
2026-01-21 15:00:00,half_peak,106.47639048842598,5.28,562.1953417788892
2026-01-21 16:00:00,half_peak,108.69257006944443,5.28,573.8967699666666
2026-01-21 17:00:00,half_peak,109.29560952678574,5.28,577.0808183014287
2026-01-21 18:00:00,half_peak,89.86590210317462,5.28,474.491963104762
2026-01-21 19:00:00,half_peak,88.69638517261905,5.28,468.3169137114286
2026-01-21 20:00:00,peak,87.68756092658734,7.92,694.4854825385717
2026-01-21 21:00:00,peak,86.9100346011905,7.92,688.3274740414288
2026-01-21 22:00:00,half_peak,74.97939714947091,5.28,395.8912169492064
2026-01-21 23:00:00,night,74.45255420304234,2.64,196.55474309603179
2026-01-22 00:00:00,night,55.19034683267198,2.64,145.70251563825403
2026-01-22 01:00:00,night,54.759887417658746,2.64,144.56610278261908
2026-01-22 02:00:00,night,55.89467090608464,2.64,147.56193119206347
2026-01-22 03:00:00,night,55.44234327182541,2.64,146.36778623761907
2026-01-22 04:00:00,night,56.0362259246032,2.64,147.93563644095246
2026-01-22 05:00:00,night,56.450789487103165,2.64,149.03008424595237
2026-01-22 06:00:00,night,74.35984025595235,2.64,196.3099782757142
2026-01-22 07:00:00,half_peak,74.49907836904762,5.28,393.3551337885715
2026-01-22 08:00:00,peak,108.21525377876989,7.92,857.0648099278575
2026-01-22 09:00:00,peak,108.04014458432542,7.92,855.6779451078573
2026-01-22 10:00:00,peak,106.62910946329366,7.92,844.5025469492858
2026-01-22 11:00:00,half_peak,106.86838245337294,5.28,564.2650593538092
2026-01-22 12:00:00,half_peak,107.26597827017194,5.28,566.3643652665079
2026-01-22 13:00:00,half_peak,108.43974301785715,5.28,572.5618431342858
2026-01-22 14:00:00,half_peak,109.90425342857144,5.28,580.2944581028572
2026-01-22 15:00:00,half_peak,108.92607162003972,5.28,575.1296581538097
2026-01-22 16:00:00,half_peak,108.30517358829364,5.28,571.8513165461904
2026-01-22 17:00:00,half_peak,108.25532954199733,5.28,571.5881399817459
2026-01-22 18:00:00,half_peak,89.70429089054231,5.28,473.6386559020634
2026-01-22 19:00:00,half_peak,87.91527994841272,5.28,464.19267812761916
2026-01-22 20:00:00,peak,88.39225941865081,7.92,700.0666945957144
2026-01-22 21:00:00,peak,89.78180759920633,7.92,711.0719161857141
2026-01-22 22:00:00,half_peak,76.30400464186506,5.28,402.88514450904756
2026-01-22 23:00:00,night,75.59762629861108,2.64,199.57773342833326
2026-01-23 00:00:00,night,55.41432782738098,2.64,146.2938254642858
2026-01-23 01:00:00,night,55.4140633888889,2.64,146.2931273466667
2026-01-23 02:00:00,night,56.09477007705027,2.64,148.0901930034127
2026-01-23 03:00:00,night,55.969891488095236,2.64,147.76051352857144
2026-01-23 04:00:00,night,54.52151697288358,2.64,143.93680480841266
2026-01-23 05:00:00,night,56.173939165674575,2.64,148.29919939738087
2026-01-23 06:00:00,night,73.7592924133598,2.64,194.7245319712699
2026-01-23 07:00:00,half_peak,71.0808698832672,5.28,375.30699298365084
2026-01-23 08:00:00,peak,106.20044334722226,7.92,841.1075113100003
2026-01-23 09:00:00,peak,107.8347995853175,7.92,854.0516127157146
2026-01-23 10:00:00,peak,107.01608749140209,7.92,847.5674129319045
2026-01-23 11:00:00,half_peak,106.83442358333328,5.28,564.0857565199997
2026-01-23 12:00:00,half_peak,107.08267833234126,5.28,565.3965415947619
2026-01-23 13:00:00,half_peak,109.48215934623015,5.28,578.0658013480952
2026-01-23 14:00:00,half_peak,107.86930317493388,5.28,569.5499207636509
2026-01-23 15:00:00,half_peak,105.5082064140212,5.28,557.0833298660319
2026-01-23 16:00:00,half_peak,110.86759216005285,5.28,585.3808866050791
2026-01-23 17:00:00,half_peak,109.42905268154763,5.28,577.7853981585715
2026-01-23 18:00:00,half_peak,88.53683032109788,5.28,467.47446409539685
2026-01-23 19:00:00,half_peak,89.76687848412698,5.28,473.9691183961905
2026-01-23 20:00:00,peak,88.41495211904763,7.92,700.2464207828572
2026-01-23 21:00:00,peak,88.91173527380955,7.92,704.1809433685717
2026-01-23 22:00:00,half_peak,76.31895009325397,5.28,402.964056492381
2026-01-23 23:00:00,night,74.62364316567458,2.64,197.0064179573809
2026-01-24 00:00:00,night,51.770167720568786,2.64,136.6732427823016
2026-01-24 01:00:00,night,51.6207445684524,2.64,136.27876566071436
2026-01-24 02:00:00,night,51.96400270734127,2.64,137.18496714738097
2026-01-24 03:00:00,night,53.28075097817462,2.64,140.661182582381
2026-01-24 04:00:00,night,52.32910092890213,2.64,138.14882645230162
2026-01-24 05:00:00,night,51.68240775992063,2.64,136.44155648619048
2026-01-24 06:00:00,night,51.74852949801584,2.64,136.61611787476184
2026-01-24 07:00:00,half_peak,51.69687637962961,5.28,272.9595072844443
2026-01-24 08:00:00,peak,52.76385625992066,7.92,417.8897415785716
2026-01-24 09:00:00,peak,71.14276592857141,7.92,563.4507061542855
2026-01-24 10:00:00,peak,71.31966365211639,7.92,564.8517361247618
2026-01-24 11:00:00,half_peak,70.73631232804232,5.28,373.48772909206343
2026-01-24 12:00:00,half_peak,69.57433288161376,5.28,367.35247761492064
2026-01-24 13:00:00,half_peak,69.95059280654762,5.28,369.33913001857144
2026-01-24 14:00:00,half_peak,69.98244682506615,5.28,369.5073192363493
2026-01-24 15:00:00,half_peak,70.00746923611109,5.28,369.6394375666666
2026-01-24 16:00:00,half_peak,70.99006956349207,5.28,374.82756729523817
2026-01-24 17:00:00,half_peak,71.67275534292328,5.28,378.4321482106349
2026-01-24 18:00:00,half_peak,72.5357922886905,5.28,382.9889832842859
2026-01-24 19:00:00,half_peak,51.56147924404762,5.28,272.2446104085714
2026-01-24 20:00:00,peak,52.024255279431216,7.92,412.0321018130952
2026-01-24 21:00:00,peak,52.65849406911378,7.92,417.05527302738113
2026-01-24 22:00:00,half_peak,52.798557636904775,5.28,278.7763843228572
2026-01-24 23:00:00,night,51.465388234127,2.64,135.86862493809528
2026-01-25 00:00:00,night,53.52474005753968,2.64,141.30531375190478
2026-01-25 01:00:00,night,53.641323255952365,2.64,141.61309339571426
2026-01-25 02:00:00,night,53.216754297619076,2.64,140.49223134571437
2026-01-25 03:00:00,night,53.03355120833336,2.64,140.00857519000007
2026-01-25 04:00:00,night,51.88052384126983,2.64,136.96458294095234
2026-01-25 05:00:00,night,52.303494904761905,2.64,138.08122654857144
2026-01-25 06:00:00,night,51.625086492724854,2.64,136.29022834079362
2026-01-25 07:00:00,half_peak,52.174566419312164,5.28,275.48171069396824
2026-01-25 08:00:00,peak,53.4630428078704,7.92,423.42729903833356
2026-01-25 09:00:00,peak,72.42792328174603,7.92,573.6291523914285
2026-01-25 10:00:00,peak,72.6669032113095,7.92,575.5218734335713
2026-01-25 11:00:00,half_peak,70.49965060714287,5.28,372.23815520571435
2026-01-25 12:00:00,half_peak,70.29325892361109,5.28,371.1484071166666
2026-01-25 13:00:00,half_peak,70.97039123214286,5.28,374.7236657057143
2026-01-25 14:00:00,half_peak,70.84876015079365,5.28,374.0814535961905
2026-01-25 15:00:00,half_peak,71.77903526388891,5.28,378.99330619333347
2026-01-25 16:00:00,half_peak,72.75074068353179,5.28,384.12391080904786
2026-01-25 17:00:00,half_peak,69.66343994014548,5.28,367.82296288396816
2026-01-25 18:00:00,half_peak,70.3592442824074,5.28,371.4968098111111
2026-01-25 19:00:00,half_peak,51.88144734325398,5.28,273.934041972381
2026-01-25 20:00:00,peak,52.086444591269874,7.92,412.5246411628574
2026-01-25 21:00:00,peak,52.92317989087303,7.92,419.1515847357144
2026-01-25 22:00:00,half_peak,51.64779155952381,5.28,272.70033943428575
2026-01-25 23:00:00,night,52.08254674007939,2.64,137.4979233938096
2026-01-26 00:00:00,night,55.55115593948416,2.64,146.6550516802382
2026-01-26 01:00:00,night,53.64324330753969,2.64,141.61816233190478
2026-01-26 02:00:00,night,54.25624662500002,2.64,143.23649109000004
2026-01-26 03:00:00,night,54.76056219246031,2.64,144.56788418809523
2026-01-26 04:00:00,night,53.650336484126974,2.64,141.63688831809523
2026-01-26 05:00:00,night,53.974381732142845,2.64,142.4923677728571
2026-01-26 06:00:00,night,73.6662774781746,2.64,194.47897254238097
2026-01-26 07:00:00,half_peak,74.11377855456352,5.28,391.3207507680954
2026-01-26 08:00:00,peak,107.07435962797621,7.92,848.0289282535715
2026-01-26 09:00:00,peak,107.46530210019843,7.92,851.1251926335716
2026-01-26 10:00:00,peak,105.825743155754,7.92,838.1398857935717
2026-01-26 11:00:00,half_peak,107.0766752410714,5.28,565.364845272857
2026-01-26 12:00:00,half_peak,107.02809949206343,5.28,565.1083653180949
2026-01-26 13:00:00,half_peak,107.36835307341272,5.28,566.9049042276192
2026-01-26 14:00:00,half_peak,109.48382697189149,5.28,578.0746064115871
2026-01-26 15:00:00,half_peak,108.91779234027777,5.28,575.0859435566666
2026-01-26 16:00:00,half_peak,109.34853103472224,5.28,577.3602438633335
2026-01-26 17:00:00,half_peak,110.87319499074081,5.28,585.4104695511115
2026-01-26 18:00:00,half_peak,88.33650608201059,5.28,466.41675211301595
2026-01-26 19:00:00,half_peak,86.07726373148152,5.28,454.48795250222247
2026-01-26 20:00:00,peak,89.20173449206348,7.92,706.4777371771428
2026-01-26 21:00:00,peak,88.3736749496753,7.92,699.9195056014285
2026-01-26 22:00:00,half_peak,74.76498959788358,5.28,394.75914507682535
2026-01-26 23:00:00,night,74.47297829563492,2.64,196.6086627004762
2026-01-27 00:00:00,night,55.13606678174604,2.64,145.55921630380954
2026-01-27 01:00:00,night,55.43695230158733,2.64,146.35355407619056
2026-01-27 02:00:00,night,54.46541086574074,2.64,143.78868468555558
2026-01-27 03:00:00,night,55.49439663194445,2.64,146.50520710833334
2026-01-27 04:00:00,night,55.76440467824072,2.64,147.21802835055553
2026-01-27 05:00:00,night,55.05055804166667,2.64,145.33347323
2026-01-27 06:00:00,night,74.85770932151877,2.64,197.62435260880955
2026-01-27 07:00:00,half_peak,75.15568341236774,5.28,396.8220084173017
2026-01-27 08:00:00,peak,109.71665844742064,7.92,868.9559349035715
2026-01-27 09:00:00,peak,106.32742090178573,7.92,842.1131735421429
2026-01-27 10:00:00,peak,108.21919748115083,7.92,857.0960440507146
2026-01-27 11:00:00,half_peak,108.58841531150793,5.28,573.3468328447619
2026-01-27 12:00:00,half_peak,110.30705758333335,5.28,582.4212640400001
2026-01-27 13:00:00,half_peak,108.31817164781741,5.28,571.9199463004759
2026-01-27 14:00:00,half_peak,110.43206069444447,5.28,583.0812804666668
2026-01-27 15:00:00,half_peak,109.60297186408737,5.28,578.7036914423813
2026-01-27 16:00:00,half_peak,109.51559456250003,5.28,578.2423392900001
2026-01-27 17:00:00,half_peak,110.25847959722218,5.28,582.1647722733331
2026-01-27 18:00:00,half_peak,87.60450065575398,5.28,462.551763462381
2026-01-27 19:00:00,half_peak,88.9201795188492,5.28,469.4985478595238
2026-01-27 20:00:00,peak,88.74005693948416,7.92,702.8212509607146
2026-01-27 21:00:00,peak,88.9710836607143,7.92,704.6509825928572
2026-01-27 22:00:00,half_peak,75.0332024126984,5.28,396.1753087390476
2026-01-27 23:00:00,night,74.15283788789682,2.64,195.76349202404762
2026-01-28 00:00:00,night,55.5495051498016,2.64,146.6506935954762
2026-01-28 01:00:00,night,55.47924153174604,2.64,146.46519764380955
2026-01-28 02:00:00,night,56.32818847685186,2.64,148.7064175788889
2026-01-28 03:00:00,night,56.11078745138888,2.64,148.13247887166665
2026-01-28 04:00:00,night,56.62222745734127,2.64,149.48268048738095
2026-01-28 05:00:00,night,55.81969156481481,2.64,147.36398573111111
2026-01-28 06:00:00,night,73.43183826554235,2.64,193.86005302103183
2026-01-28 07:00:00,half_peak,71.80120730357139,5.28,379.110374562857
2026-01-28 08:00:00,peak,105.85256370039684,7.92,838.352304507143
2026-01-28 09:00:00,peak,108.03878241071429,7.92,855.6671566928571
2026-01-28 10:00:00,peak,109.19824987599213,7.92,864.8501390178577
2026-01-28 11:00:00,half_peak,107.62213860317456,5.28,568.2448918247617
2026-01-28 12:00:00,half_peak,107.05363504464286,5.28,565.2431930357143
2026-01-28 13:00:00,half_peak,107.53855249900786,5.28,567.8035571947615
2026-01-28 14:00:00,half_peak,110.30655484920635,5.28,582.4186096038095
2026-01-28 15:00:00,half_peak,106.47639048842598,5.28,562.1953417788892
2026-01-28 16:00:00,half_peak,108.69257006944443,5.28,573.8967699666666
2026-01-28 17:00:00,half_peak,109.29560952678574,5.28,577.0808183014287
2026-01-28 18:00:00,half_peak,89.86590210317462,5.28,474.491963104762
2026-01-28 19:00:00,half_peak,88.69638517261905,5.28,468.3169137114286
2026-01-28 20:00:00,peak,87.68756092658734,7.92,694.4854825385717
2026-01-28 21:00:00,peak,86.9100346011905,7.92,688.3274740414288
2026-01-28 22:00:00,half_peak,74.97939714947091,5.28,395.8912169492064
2026-01-28 23:00:00,night,74.45255420304234,2.64,196.55474309603179
2026-01-29 00:00:00,night,55.19034683267198,2.64,145.70251563825403
2026-01-29 01:00:00,night,54.759887417658746,2.64,144.56610278261908
2026-01-29 02:00:00,night,55.89467090608464,2.64,147.56193119206347
2026-01-29 03:00:00,night,55.44234327182541,2.64,146.36778623761907
2026-01-29 04:00:00,night,56.0362259246032,2.64,147.93563644095246
2026-01-29 05:00:00,night,56.450789487103165,2.64,149.03008424595237
2026-01-29 06:00:00,night,74.35984025595235,2.64,196.3099782757142
2026-01-29 07:00:00,half_peak,74.49907836904762,5.28,393.3551337885715
2026-01-29 08:00:00,peak,108.21525377876989,7.92,857.0648099278575
2026-01-29 09:00:00,peak,108.04014458432542,7.92,855.6779451078573
2026-01-29 10:00:00,peak,106.62910946329366,7.92,844.5025469492858
2026-01-29 11:00:00,half_peak,106.86838245337294,5.28,564.2650593538092
2026-01-29 12:00:00,half_peak,107.26597827017194,5.28,566.3643652665079
2026-01-29 13:00:00,half_peak,108.43974301785715,5.28,572.5618431342858
2026-01-29 14:00:00,half_peak,109.90425342857144,5.28,580.2944581028572
2026-01-29 15:00:00,half_peak,108.92607162003972,5.28,575.1296581538097
2026-01-29 16:00:00,half_peak,108.30517358829364,5.28,571.8513165461904
2026-01-29 17:00:00,half_peak,108.25532954199733,5.28,571.5881399817459
2026-01-29 18:00:00,half_peak,89.70429089054231,5.28,473.6386559020634
2026-01-29 19:00:00,half_peak,87.91527994841272,5.28,464.19267812761916
2026-01-29 20:00:00,peak,88.39225941865081,7.92,700.0666945957144
2026-01-29 21:00:00,peak,89.78180759920633,7.92,711.0719161857141
2026-01-29 22:00:00,half_peak,76.30400464186506,5.28,402.88514450904756
2026-01-29 23:00:00,night,75.59762629861108,2.64,199.57773342833326
2026-01-30 00:00:00,night,55.41432782738098,2.64,146.2938254642858
2026-01-30 01:00:00,night,55.4140633888889,2.64,146.2931273466667
2026-01-30 02:00:00,night,56.09477007705027,2.64,148.0901930034127
2026-01-30 03:00:00,night,55.969891488095236,2.64,147.76051352857144
2026-01-30 04:00:00,night,54.52151697288358,2.64,143.93680480841266
2026-01-30 05:00:00,night,56.173939165674575,2.64,148.29919939738087
2026-01-30 06:00:00,night,73.7592924133598,2.64,194.7245319712699
2026-01-30 07:00:00,half_peak,71.0808698832672,5.28,375.30699298365084
2026-01-30 08:00:00,peak,106.20044334722226,7.92,841.1075113100003
2026-01-30 09:00:00,peak,107.8347995853175,7.92,854.0516127157146
2026-01-30 10:00:00,peak,107.01608749140209,7.92,847.5674129319045
2026-01-30 11:00:00,half_peak,106.83442358333328,5.28,564.0857565199997
2026-01-30 12:00:00,half_peak,107.08267833234126,5.28,565.3965415947619
2026-01-30 13:00:00,half_peak,109.48215934623015,5.28,578.0658013480952
2026-01-30 14:00:00,half_peak,107.86930317493388,5.28,569.5499207636509
2026-01-30 15:00:00,half_peak,105.5082064140212,5.28,557.0833298660319
2026-01-30 16:00:00,half_peak,110.86759216005285,5.28,585.3808866050791
2026-01-30 17:00:00,half_peak,109.42905268154763,5.28,577.7853981585715
2026-01-30 18:00:00,half_peak,88.53683032109788,5.28,467.47446409539685
2026-01-30 19:00:00,half_peak,89.76687848412698,5.28,473.9691183961905
2026-01-30 20:00:00,peak,88.41495211904763,7.92,700.2464207828572
2026-01-30 21:00:00,peak,88.91173527380955,7.92,704.1809433685717
2026-01-30 22:00:00,half_peak,76.31895009325397,5.28,402.964056492381
2026-01-30 23:00:00,night,74.62364316567458,2.64,197.0064179573809
2026-01-31 00:00:00,night,51.770167720568786,2.64,136.6732427823016
2026-01-31 01:00:00,night,51.6207445684524,2.64,136.27876566071436
2026-01-31 02:00:00,night,51.96400270734127,2.64,137.18496714738097
2026-01-31 03:00:00,night,53.28075097817462,2.64,140.661182582381
2026-01-31 04:00:00,night,52.32910092890213,2.64,138.14882645230162
2026-01-31 05:00:00,night,51.68240775992063,2.64,136.44155648619048
2026-01-31 06:00:00,night,51.74852949801584,2.64,136.61611787476184
2026-01-31 07:00:00,half_peak,51.69687637962961,5.28,272.9595072844443
2026-01-31 08:00:00,peak,52.76385625992066,7.92,417.8897415785716
2026-01-31 09:00:00,peak,71.14276592857141,7.92,563.4507061542855
2026-01-31 10:00:00,peak,71.31966365211639,7.92,564.8517361247618
2026-01-31 11:00:00,half_peak,70.73631232804232,5.28,373.48772909206343
2026-01-31 12:00:00,half_peak,69.57433288161376,5.28,367.35247761492064
2026-01-31 13:00:00,half_peak,69.95059280654762,5.28,369.33913001857144
2026-01-31 14:00:00,half_peak,69.98244682506615,5.28,369.5073192363493
2026-01-31 15:00:00,half_peak,70.00746923611109,5.28,369.6394375666666
2026-01-31 16:00:00,half_peak,70.99006956349207,5.28,374.82756729523817
2026-01-31 17:00:00,half_peak,71.67275534292328,5.28,378.4321482106349
2026-01-31 18:00:00,half_peak,72.5357922886905,5.28,382.9889832842859
2026-01-31 19:00:00,half_peak,51.56147924404762,5.28,272.2446104085714
2026-01-31 20:00:00,peak,52.024255279431216,7.92,412.0321018130952
2026-01-31 21:00:00,peak,52.65849406911378,7.92,417.05527302738113
2026-01-31 22:00:00,half_peak,52.798557636904775,5.28,278.7763843228572
2026-01-31 23:00:00,night,51.465388234127,2.64,135.86862493809528
