object_id,measured_at,temperature_c,irradiation_w_m2
1,2025-03-18 12:00:00,10.06,456.83
1,2025-03-18 13:00:00,9.64,442.22
1,2025-03-18 14:00:00,9.42,401.25
1,2025-03-18 15:00:00,6.0,321.77
1,2025-03-18 16:00:00,5.55,198.28
1,2025-03-18 17:00:00,5.17,133.67
1,2025-03-18 18:00:00,5.17,21.49
1,2025-03-18 19:00:00,5.93,0.0
1,2025-03-18 20:00:00,3.46,0.0
1,2025-03-18 21:00:00,2.43,21.88
1,2025-03-18 22:00:00,1.03,19.91
1,2025-03-18 23:00:00,-0.86,22.35
1,2025-03-19 00:00:00,1.23,9.25
1,2025-03-19 01:00:00,-0.15,0.0
1,2025-03-19 02:00:00,0.39,21.64
1,2025-03-19 03:00:00,1.06,0.0
1,2025-03-19 04:00:00,-0.1,7.85
1,2025-03-19 05:00:00,2.48,0.0
1,2025-03-19 06:00:00,2.74,5.26
1,2025-03-19 07:00:00,2.67,110.73
1,2025-03-19 08:00:00,4.86,199.46
1,2025-03-19 09:00:00,6.8,311.34
1,2025-03-19 10:00:00,6.22,377.93
1,2025-03-19 11:00:00,6.52,440.97
1,2025-03-19 12:00:00,8.86,475.95
1,2025-03-19 13:00:00,8.46,458.67
1,2025-03-19 14:00:00,7.89,366.48
1,2025-03-19 15:00:00,6.45,322.25
1,2025-03-19 16:00:00,6.88,239.88
1,2025-03-19 17:00:00,4.68,103.55
1,2025-03-19 18:00:00,4.02,28.41
1,2025-03-19 19:00:00,5.18,27.44
1,2025-03-19 20:00:00,1.89,7.78
1,2025-03-19 21:00:00,3.63,0.51
1,2025-03-19 22:00:00,3.15,28.86
1,2025-03-19 23:00:00,2.81,0.0
1,2025-03-20 00:00:00,1.41,6.89
1,2025-03-20 01:00:00,1.95,15.37
1,2025-03-20 02:00:00,2.83,4.38
1,2025-03-20 03:00:00,0.97,0.0
1,2025-03-20 04:00:00,1.83,10.36
1,2025-03-20 05:00:00,1.2,13.96
1,2025-03-20 06:00:00,2.22,22.93
1,2025-03-20 07:00:00,4.16,140.48
1,2025-03-20 08:00:00,6.28,250.68
1,2025-03-20 09:00:00,5.82,301.96
1,2025-03-20 10:00:00,9.01,390.35
1,2025-03-20 11:00:00,9.91,473.36
1,2025-03-20 12:00:00,7.42,483.45
1,2025-03-20 13:00:00,8.41,424.72
1,2025-03-20 14:00:00,8.78,385.09
1,2025-03-20 15:00:00,7.07,320.76
1,2025-03-20 16:00:00,8.57,216.39
1,2025-03-20 17:00:00,6.18,114.25
1,2025-03-20 18:00:00,5.14,0.0
1,2025-03-20 19:00:00,6.45,20.63
1,2025-03-20 20:00:00,4.09,0.0
1,2025-03-20 21:00:00,3.6,0.0
1,2025-03-20 22:00:00,2.23,0.0
1,2025-03-20 23:00:00,0.95,26.96
1,2025-03-21 00:00:00,1.66,0.0
1,2025-03-21 01:00:00,2.32,15.81
1,2025-03-21 02:00:00,2.79,10.97
1,2025-03-21 03:00:00,0.65,0.0
1,2025-03-21 04:00:00,1.36,28.44
1,2025-03-21 05:00:00,4.77,28.41
1,2025-03-21 06:00:00,2.22,16.94
1,2025-03-21 07:00:00,4.35,144.79
1,2025-03-21 08:00:00,5.44,222.59
1,2025-03-21 09:00:00,6.52,358.01
1,2025-03-21 10:00:00,8.11,391.11
1,2025-03-21 11:00:00,9.26,443.32
1,2025-03-21 12:00:00,7.48,476.27
1,2025-03-21 13:00:00,7.82,436.4
1,2025-03-21 14:00:00,8.96,418.65
1,2025-03-21 15:00:00,6.88,317.64
1,2025-03-21 16:00:00,6.52,233.87
1,2025-03-21 17:00:00,8.17,107.25
1,2025-03-21 18:00:00,5.83,0.0
1,2025-03-21 19:00:00,4.94,0.0
1,2025-03-21 20:00:00,3.94,7.84
1,2025-03-21 21:00:00,4.4,19.77
1,2025-03-21 22:00:00,2.04,0.0
1,2025-03-21 23:00:00,1.37,27.03
1,2025-03-22 00:00:00,1.37,0.0
1,2025-03-22 01:00:00,1.33,26.17
1,2025-03-22 02:00:00,2.08,0.0
1,2025-03-22 03:00:00,1.8,9.44
1,2025-03-22 04:00:00,3.16,1.31
1,2025-03-22 05:00:00,2.3,0.0
1,2025-03-22 06:00:00,2.22,21.63
1,2025-03-22 07:00:00,6.78,145.59
1,2025-03-22 08:00:00,6.21,235.81
1,2025-03-22 09:00:00,7.94,337.24
1,2025-03-22 10:00:00,7.5,427.23
1,2025-03-22 11:00:00,9.64,478.33
1,2025-03-22 12:00:00,7.42,458.65
1,2025-03-22 13:00:00,10.07,471.39
1,2025-03-22 14:00:00,10.19,417.77
1,2025-03-22 15:00:00,7.51,319.2
1,2025-03-22 16:00:00,8.99,207.51
1,2025-03-22 17:00:00,5.85,95.29
1,2025-03-22 18:00:00,8.1,11.73
1,2025-03-22 19:00:00,5.84,7.32
1,2025-03-22 20:00:00,3.55,0.0
1,2025-03-22 21:00:00,2.27,4.05
1,2025-03-22 22:00:00,1.45,0.0
1,2025-03-22 23:00:00,2.68,4.49
1,2025-03-23 00:00:00,-0.35,10.67
1,2025-03-23 01:00:00,3.4,0.0
1,2025-03-23 02:00:00,2.34,13.23
1,2025-03-23 03:00:00,3.31,0.0
1,2025-03-23 04:00:00,4.16,11.89
1,2025-03-23 05:00:00,4.02,0.0
1,2025-03-23 06:00:00,5.61,2.94
1,2025-03-23 07:00:00,4.91,103.47
1,2025-03-23 08:00:00,8.44,232.11
1,2025-03-23 09:00:00,5.64,313.0
1,2025-03-23 10:00:00,7.53,435.85
1,2025-03-23 11:00:00,7.24,474.59
1,2025-03-23 12:00:00,8.0,458.28
1,2025-03-23 13:00:00,8.56,494.28
1,2025-03-23 14:00:00,10.88,442.23
1,2025-03-23 15:00:00,8.2,338.58
1,2025-03-23 16:00:00,8.19,264.43
1,2025-03-23 17:00:00,5.75,129.56
1,2025-03-23 18:00:00,5.29,0.0
1,2025-03-23 19:00:00,4.78,29.22
1,2025-03-23 20:00:00,3.67,0.0
1,2025-03-23 21:00:00,1.72,0.0
1,2025-03-23 22:00:00,3.93,19.96
1,2025-03-23 23:00:00,1.8,0.0
1,2025-03-24 00:00:00,0.8,0.0
1,2025-03-24 01:00:00,0.03,19.7
1,2025-03-24 02:00:00,1.52,27.66
1,2025-03-24 03:00:00,2.52,0.0
1,2025-03-24 04:00:00,1.27,7.27
1,2025-03-24 05:00:00,2.45,17.16
1,2025-03-24 06:00:00,3.14,0.0
1,2025-03-24 07:00:00,3.78,108.77
1,2025-03-24 08:00:00,7.7,220.63
1,2025-03-24 09:00:00,7.49,365.17
1,2025-03-24 10:00:00,9.66,431.21
1,2025-03-24 11:00:00,10.73,444.28
1,2025-03-24 12:00:00,7.87,481.47
1,2025-03-24 13:00:00,10.03,472.64
1,2025-03-24 14:00:00,8.76,433.76
1,2025-03-24 15:00:00,7.58,370.04
1,2025-03-24 16:00:00,8.52,259.04
1,2025-03-24 17:00:00,6.86,142.2
1,2025-03-24 18:00:00,5.82,0.0
1,2025-03-24 19:00:00,5.17,0.0
1,2025-03-24 20:00:00,4.66,11.69
1,2025-03-24 21:00:00,4.07,0.0
1,2025-03-24 22:00:00,1.68,14.38
1,2025-03-24 23:00:00,1.98,0.0
1,2025-03-25 00:00:00,1.55,6.87
1,2025-03-25 01:00:00,3.78,27.48
1,2025-03-25 02:00:00,1.06,0.0
1,2025-03-25 03:00:00,1.06,14.73
1,2025-03-25 04:00:00,3.95,0.0
1,2025-03-25 05:00:00,4.73,0.0
1,2025-03-25 06:00:00,5.34,7.39
1,2025-03-25 07:00:00,5.4,141.59
1,2025-03-25 08:00:00,8.71,258.9
1,2025-03-25 09:00:00,7.42,349.31
1,2025-03-25 10:00:00,9.49,411.53
1,2025-03-25 11:00:00,9.99,504.04
1,2025-03-25 12:00:00,9.44,521.29
1,2025-03-25 13:00:00,8.87,456.44
1,2025-03-25 14:00:00,10.83,416.75
1,2025-03-25 15:00:00,8.87,324.63
1,2025-03-25 16:00:00,8.97,243.02
1,2025-03-25 17:00:00,9.38,135.87
1,2025-03-25 18:00:00,5.64,0.0
1,2025-03-25 19:00:00,3.95,21.79
1,2025-03-25 20:00:00,6.01,21.36
1,2025-03-25 21:00:00,2.34,28.59
1,2025-03-25 22:00:00,2.15,0.0
1,2025-03-25 23:00:00,3.37,0.0
1,2025-03-26 00:00:00,2.64,0.0
1,2025-03-26 01:00:00,2.14,0.0
1,2025-03-26 02:00:00,4.2,1.66
1,2025-03-26 03:00:00,3.71,0.0
1,2025-03-26 04:00:00,2.18,0.0
1,2025-03-26 05:00:00,3.99,0.0
1,2025-03-26 06:00:00,6.09,10.88
1,2025-03-26 07:00:00,5.11,108.32
1,2025-03-26 08:00:00,8.32,244.71
1,2025-03-26 09:00:00,9.1,379.2
1,2025-03-26 10:00:00,9.54,453.84
1,2025-03-26 11:00:00,10.17,470.18
1,2025-03-26 12:00:00,9.11,525.88
1,2025-03-26 13:00:00,10.66,475.48
1,2025-03-26 14:00:00,10.18,428.61
1,2025-03-26 15:00:00,10.73,370.9
1,2025-03-26 16:00:00,10.77,270.06
1,2025-03-26 17:00:00,8.32,137.7
1,2025-03-26 18:00:00,8.86,3.75
1,2025-03-26 19:00:00,6.6,29.41
1,2025-03-26 20:00:00,5.37,2.98
1,2025-03-26 21:00:00,2.65,0.0
1,2025-03-26 22:00:00,1.74,23.81
1,2025-03-26 23:00:00,1.69,0.0
1,2025-03-27 00:00:00,2.49,0.0
1,2025-03-27 01:00:00,4.35,29.57
1,2025-03-27 02:00:00,0.7,28.83
1,2025-03-27 03:00:00,2.43,13.03
1,2025-03-27 04:00:00,3.05,0.0
1,2025-03-27 05:00:00,5.31,0.0
1,2025-03-27 06:00:00,5.67,0.0
1,2025-03-27 07:00:00,5.03,146.27
1,2025-03-27 08:00:00,7.05,280.31
1,2025-03-27 09:00:00,7.14,345.28
1,2025-03-27 10:00:00,7.84,463.17
1,2025-03-27 11:00:00,9.73,459.74
1,2025-03-27 12:00:00,10.32,505.65
1,2025-03-27 13:00:00,9.38,485.41
1,2025-03-27 14:00:00,10.7,444.71
1,2025-03-27 15:00:00,11.84,362.84
1,2025-03-27 16:00:00,8.68,272.87
1,2025-03-27 17:00:00,6.43,121.86
1,2025-03-27 18:00:00,7.02,0.0
1,2025-03-27 19:00:00,8.08,0.0
1,2025-03-27 20:00:00,4.1,0.0
1,2025-03-27 21:00:00,4.05,0.0
1,2025-03-27 22:00:00,2.02,0.0
1,2025-03-27 23:00:00,0.99,0.0
1,2025-03-28 00:00:00,1.12,15.86
1,2025-03-28 01:00:00,4.43,0.0
1,2025-03-28 02:00:00,2.29,0.0
1,2025-03-28 03:00:00,1.66,0.0
1,2025-03-28 04:00:00,5.5,25.67
1,2025-03-28 05:00:00,4.07,29.2
1,2025-03-28 06:00:00,4.82,1.71
1,2025-03-28 07:00:00,8.32,130.47
1,2025-03-28 08:00:00,8.13,247.42
1,2025-03-28 09:00:00,9.71,369.19
1,2025-03-28 10:00:00,7.96,462.12
1,2025-03-28 11:00:00,8.27,519.58
1,2025-03-28 12:00:00,11.88,494.45
1,2025-03-28 13:00:00,10.88,517.3
1,2025-03-28 14:00:00,9.29,414.8
1,2025-03-28 15:00:00,11.55,358.43
1,2025-03-28 16:00:00,11.31,236.05
1,2025-03-28 17:00:00,8.33,120.97
1,2025-03-28 18:00:00,7.64,0.0
1,2025-03-28 19:00:00,5.92,0.0
1,2025-03-28 20:00:00,4.27,13.6
1,2025-03-28 21:00:00,2.77,13.83
1,2025-03-28 22:00:00,3.32,0.0
1,2025-03-28 23:00:00,3.51,0.0
1,2025-03-29 00:00:00,2.24,18.97
1,2025-03-29 01:00:00,2.84,24.42
1,2025-03-29 02:00:00,1.85,0.0
1,2025-03-29 03:00:00,1.64,5.48
1,2025-03-29 04:00:00,4.0,10.47
1,2025-03-29 05:00:00,4.91,15.9
1,2025-03-29 06:00:00,6.33,12.69
1,2025-03-29 07:00:00,5.26,151.75
1,2025-03-29 08:00:00,9.85,245.53
1,2025-03-29 09:00:00,9.22,352.24
1,2025-03-29 10:00:00,10.12,449.27
1,2025-03-29 11:00:00,11.54,517.48
1,2025-03-29 12:00:00,9.08,509.73
1,2025-03-29 13:00:00,9.08,515.04
1,2025-03-29 14:00:00,8.91,454.62
1,2025-03-29 15:00:00,11.26,362.2
1,2025-03-29 16:00:00,11.41,234.96
1,2025-03-29 17:00:00,8.07,154.96
1,2025-03-29 18:00:00,9.07,12.41
1,2025-03-29 19:00:00,5.73,0.0
1,2025-03-29 20:00:00,5.88,0.0
1,2025-03-29 21:00:00,5.47,0.0
1,2025-03-29 22:00:00,5.78,21.91
1,2025-03-29 23:00:00,2.75,0.0
1,2025-03-30 00:00:00,1.62,0.8
1,2025-03-30 01:00:00,3.64,12.01
1,2025-03-30 02:00:00,2.57,0.0
1,2025-03-30 03:00:00,2.01,27.91
1,2025-03-30 04:00:00,2.65,23.91
1,2025-03-30 05:00:00,4.75,0.0
1,2025-03-30 06:00:00,7.39,0.0
1,2025-03-30 07:00:00,7.4,135.89
1,2025-03-30 08:00:00,7.46,246.27
1,2025-03-30 09:00:00,8.16,400.78
1,2025-03-30 10:00:00,10.75,441.54
1,2025-03-30 11:00:00,10.28,482.07
1,2025-03-30 12:00:00,11.69,520.07
1,2025-03-30 13:00:00,9.73,498.76
1,2025-03-30 14:00:00,12.4,463.08
1,2025-03-30 15:00:00,8.69,358.46
1,2025-03-30 16:00:00,9.26,281.22
1,2025-03-30 17:00:00,10.78,138.97
1,2025-03-30 18:00:00,8.94,0.0
1,2025-03-30 19:00:00,7.5,0.0
1,2025-03-30 20:00:00,6.67,0.0
1,2025-03-30 21:00:00,5.53,20.35
1,2025-03-30 22:00:00,3.7,23.77
1,2025-03-30 23:00:00,2.86,1.85
1,2025-03-31 00:00:00,3.02,23.6
1,2025-03-31 01:00:00,2.23,17.78
1,2025-03-31 02:00:00,2.24,16.59
1,2025-03-31 03:00:00,5.23,0.0
1,2025-03-31 04:00:00,4.28,0.0
1,2025-03-31 05:00:00,6.22,19.2
1,2025-03-31 06:00:00,6.27,0.0
1,2025-03-31 07:00:00,8.73,159.38
1,2025-03-31 08:00:00,9.23,253.75
1,2025-03-31 09:00:00,8.54,402.69
1,2025-03-31 10:00:00,9.91,476.19
1,2025-03-31 11:00:00,9.95,492.6
1,2025-03-31 12:00:00,11.55,529.89
1,2025-03-31 13:00:00,13.39,531.15
1,2025-03-31 14:00:00,12.73,486.65
1,2025-03-31 15:00:00,11.41,354.69
1,2025-03-31 16:00:00,10.99,280.26
1,2025-03-31 17:00:00,10.43,167.48
1,2025-03-31 18:00:00,9.8,27.76
1,2025-03-31 19:00:00,7.51,19.58
1,2025-03-31 20:00:00,8.02,0.0
1,2025-03-31 21:00:00,6.95,2.32
1,2025-03-31 22:00:00,4.32,29.69
1,2025-03-31 23:00:00,5.79,0.0
1,2025-04-01 00:00:00,4.29,0.0
1,2025-04-01 01:00:00,2.7,0.0
1,2025-04-01 02:00:00,3.8,5.0
1,2025-04-01 03:00:00,5.55,0.0
1,2025-04-01 04:00:00,4.75,25.26
1,2025-04-01 05:00:00,5.65,24.47
1,2025-04-01 06:00:00,5.74,0.0
1,2025-04-01 07:00:00,6.3,111.6
1,2025-04-01 08:00:00,7.44,255.19
1,2025-04-01 09:00:00,9.57,396.47
1,2025-04-01 10:00:00,9.55,468.18
1,2025-04-01 11:00:00,10.69,549.39
1,2025-04-01 12:00:00,10.48,562.05
1,2025-04-01 13:00:00,13.42,517.06
1,2025-04-01 14:00:00,10.95,459.61
1,2025-04-01 15:00:00,10.37,391.7
1,2025-04-01 16:00:00,10.81,268.4
1,2025-04-01 17:00:00,8.66,166.4
1,2025-04-01 18:00:00,9.95,0.0
1,2025-04-01 19:00:00,6.35,0.0
1,2025-04-01 20:00:00,8.19,0.0
1,2025-04-01 21:00:00,5.19,0.0
1,2025-04-01 22:00:00,5.41,0.0
1,2025-04-01 23:00:00,4.51,0.0
1,2025-04-02 00:00:00,4.36,22.27
1,2025-04-02 01:00:00,2.23,24.5
1,2025-04-02 02:00:00,6.03,23.74
1,2025-04-02 03:00:00,3.17,21.38
1,2025-04-02 04:00:00,5.96,16.33
1,2025-04-02 05:00:00,4.28,28.9
1,2025-04-02 06:00:00,6.78,0.0
1,2025-04-02 07:00:00,7.83,167.9
1,2025-04-02 08:00:00,8.61,269.12
1,2025-04-02 09:00:00,9.08,405.29
1,2025-04-02 10:00:00,10.8,485.38
1,2025-04-02 11:00:00,11.19,498.22
1,2025-04-02 12:00:00,12.93,528.18
1,2025-04-02 13:00:00,13.07,549.0
1,2025-04-02 14:00:00,13.47,476.46
1,2025-04-02 15:00:00,12.36,399.47
1,2025-04-02 16:00:00,12.19,267.6
1,2025-04-02 17:00:00,8.84,117.86
1,2025-04-02 18:00:00,8.6,29.79
1,2025-04-02 19:00:00,8.94,0.0
1,2025-04-02 20:00:00,5.51,10.16
1,2025-04-02 21:00:00,6.1,0.0
1,2025-04-02 22:00:00,4.51,11.41
1,2025-04-02 23:00:00,3.16,0.0
1,2025-04-03 00:00:00,5.86,0.0
1,2025-04-03 01:00:00,5.42,0.0
1,2025-04-03 02:00:00,2.81,4.5
1,2025-04-03 03:00:00,6.07,2.18
1,2025-04-03 04:00:00,4.09,19.61
1,2025-04-03 05:00:00,6.04,0.0
1,2025-04-03 06:00:00,9.16,23.44
1,2025-04-03 07:00:00,7.81,147.38
1,2025-04-03 08:00:00,10.77,282.57
1,2025-04-03 09:00:00,9.35,376.48
1,2025-04-03 10:00:00,11.88,498.32
1,2025-04-03 11:00:00,10.21,561.04
1,2025-04-03 12:00:00,11.5,536.99
1,2025-04-03 13:00:00,12.87,539.86
1,2025-04-03 14:00:00,10.26,496.06
1,2025-04-03 15:00:00,13.47,418.73
1,2025-04-03 16:00:00,9.16,298.55
1,2025-04-03 17:00:00,12.09,117.2
1,2025-04-03 18:00:00,9.28,0.0
1,2025-04-03 19:00:00,6.38,2.3
1,2025-04-03 20:00:00,5.71,24.8
1,2025-04-03 21:00:00,8.07,4.19
1,2025-04-03 22:00:00,4.62,0.0
1,2025-04-03 23:00:00,4.52,0.0
1,2025-04-04 00:00:00,2.95,0.0
1,2025-04-04 01:00:00,3.46,1.88
1,2025-04-04 02:00:00,4.05,21.73
1,2025-04-04 03:00:00,6.33,10.63
1,2025-04-04 04:00:00,5.58,0.0
1,2025-04-04 05:00:00,6.88,8.23
1,2025-04-04 06:00:00,7.51,6.51
1,2025-04-04 07:00:00,8.2,127.98
1,2025-04-04 08:00:00,9.41,284.66
1,2025-04-04 09:00:00,12.25,402.0
1,2025-04-04 10:00:00,10.64,457.5
1,2025-04-04 11:00:00,10.24,554.65
1,2025-04-04 12:00:00,13.12,550.92
1,2025-04-04 13:00:00,13.58,536.55
1,2025-04-04 14:00:00,12.74,491.07
1,2025-04-04 15:00:00,10.62,389.91
1,2025-04-04 16:00:00,10.44,277.07
1,2025-04-04 17:00:00,10.33,172.62
1,2025-04-04 18:00:00,10.78,0.0
1,2025-04-04 19:00:00,10.01,0.0
1,2025-04-04 20:00:00,9.21,0.0
1,2025-04-04 21:00:00,8.25,14.5
1,2025-04-04 22:00:00,7.31,0.0
1,2025-04-04 23:00:00,5.4,0.0
1,2025-04-05 00:00:00,4.13,0.0
1,2025-04-05 01:00:00,5.9,27.14
1,2025-04-05 02:00:00,3.89,13.89
1,2025-04-05 03:00:00,7.05,0.0
1,2025-04-05 04:00:00,5.46,0.0
1,2025-04-05 05:00:00,5.02,4.85
1,2025-04-05 06:00:00,8.57,0.0
1,2025-04-05 07:00:00,10.03,121.06
1,2025-04-05 08:00:00,9.3,310.94
1,2025-04-05 09:00:00,10.0,404.58
1,2025-04-05 10:00:00,13.07,504.86
1,2025-04-05 11:00:00,13.78,552.26
1,2025-04-05 12:00:00,13.24,594.72
1,2025-04-05 13:00:00,13.36,541.21
1,2025-04-05 14:00:00,10.66,496.09
1,2025-04-05 15:00:00,12.57,384.8
1,2025-04-05 16:00:00,11.21,300.92
1,2025-04-05 17:00:00,9.55,151.81
1,2025-04-05 18:00:00,9.33,0.0
1,2025-04-05 19:00:00,7.93,25.28
1,2025-04-05 20:00:00,8.2,10.28
1,2025-04-05 21:00:00,8.71,9.98
1,2025-04-05 22:00:00,6.54,2.17
1,2025-04-05 23:00:00,4.92,1.95
1,2025-04-06 00:00:00,4.17,22.1
1,2025-04-06 01:00:00,5.02,29.03
1,2025-04-06 02:00:00,3.81,8.06
1,2025-04-06 03:00:00,6.22,18.39
1,2025-04-06 04:00:00,7.19,0.0
1,2025-04-06 05:00:00,8.04,4.21
1,2025-04-06 06:00:00,6.57,19.58
1,2025-04-06 07:00:00,9.76,155.52
1,2025-04-06 08:00:00,10.6,293.8
1,2025-04-06 09:00:00,11.52,433.13
1,2025-04-06 10:00:00,12.23,515.91
1,2025-04-06 11:00:00,13.52,571.47
1,2025-04-06 12:00:00,14.09,577.59
1,2025-04-06 13:00:00,14.26,571.52
1,2025-04-06 14:00:00,13.55,495.4
1,2025-04-06 15:00:00,13.5,413.48
1,2025-04-06 16:00:00,10.69,261.01
1,2025-04-06 17:00:00,11.31,127.22
1,2025-04-06 18:00:00,8.31,12.99
1,2025-04-06 19:00:00,7.13,10.41
1,2025-04-06 20:00:00,9.79,0.0
1,2025-04-06 21:00:00,6.95,6.37
1,2025-04-06 22:00:00,5.41,16.38
1,2025-04-06 23:00:00,7.06,20.26
1,2025-04-07 00:00:00,4.82,21.92
1,2025-04-07 01:00:00,3.95,15.07
1,2025-04-07 02:00:00,5.71,0.0
1,2025-04-07 03:00:00,5.49,23.7
1,2025-04-07 04:00:00,7.32,6.59
1,2025-04-07 05:00:00,7.69,24.44
1,2025-04-07 06:00:00,8.66,0.0
1,2025-04-07 07:00:00,8.14,145.74
1,2025-04-07 08:00:00,9.08,312.23
1,2025-04-07 09:00:00,10.05,393.7
1,2025-04-07 10:00:00,11.12,473.36
1,2025-04-07 11:00:00,11.5,587.57
1,2025-04-07 12:00:00,13.9,551.27
1,2025-04-07 13:00:00,13.22,535.88
1,2025-04-07 14:00:00,13.07,503.86
1,2025-04-07 15:00:00,14.37,422.57
1,2025-04-07 16:00:00,11.88,259.21
1,2025-04-07 17:00:00,9.4,177.93
1,2025-04-07 18:00:00,10.76,3.81
1,2025-04-07 19:00:00,10.22,22.06
1,2025-04-07 20:00:00,6.87,0.0
1,2025-04-07 21:00:00,8.38,2.85
1,2025-04-07 22:00:00,7.18,0.0
1,2025-04-07 23:00:00,5.26,3.34
1,2025-04-08 00:00:00,4.0,0.0
1,2025-04-08 01:00:00,4.05,0.0
1,2025-04-08 02:00:00,6.95,17.52
1,2025-04-08 03:00:00,6.42,12.36
1,2025-04-08 04:00:00,5.49,0.0
1,2025-04-08 05:00:00,8.67,0.0
1,2025-04-08 06:00:00,8.41,0.22
1,2025-04-08 07:00:00,9.91,140.02
1,2025-04-08 08:00:00,8.7,279.64
1,2025-04-08 09:00:00,10.8,421.86
1,2025-04-08 10:00:00,11.44,529.62
1,2025-04-08 11:00:00,12.32,539.9
1,2025-04-08 12:00:00,13.76,565.5
1,2025-04-08 13:00:00,14.68,556.46
1,2025-04-08 14:00:00,15.23,527.48
1,2025-04-08 15:00:00,13.68,427.59
1,2025-04-08 16:00:00,11.52,266.26
1,2025-04-08 17:00:00,11.94,140.19
1,2025-04-08 18:00:00,11.75,26.92
1,2025-04-08 19:00:00,8.44,0.0
1,2025-04-08 20:00:00,10.4,14.47
1,2025-04-08 21:00:00,8.16,11.46
1,2025-04-08 22:00:00,7.24,18.11
1,2025-04-08 23:00:00,5.15,0.0
1,2025-04-09 00:00:00,6.12,4.84
1,2025-04-09 01:00:00,4.01,17.6
1,2025-04-09 02:00:00,5.09,23.37
1,2025-04-09 03:00:00,7.42,0.0
1,2025-04-09 04:00:00,7.16,0.0
1,2025-04-09 05:00:00,9.21,0.0
1,2025-04-09 06:00:00,7.63,0.0
1,2025-04-09 07:00:00,10.65,161.16
1,2025-04-09 08:00:00,9.61,275.26
1,2025-04-09 09:00:00,11.57,441.51
1,2025-04-09 10:00:00,10.61,486.91
1,2025-04-09 11:00:00,11.48,595.44
1,2025-04-09 12:00:00,13.58,580.09
1,2025-04-09 13:00:00,14.56,553.55
1,2025-04-09 14:00:00,12.22,517.0
1,2025-04-09 15:00:00,14.75,398.86
1,2025-04-09 16:00:00,13.82,293.38
1,2025-04-09 17:00:00,12.37,165.4
1,2025-04-09 18:00:00,9.59,0.0
1,2025-04-09 19:00:00,10.6,0.0
1,2025-04-09 20:00:00,10.27,0.0
1,2025-04-09 21:00:00,5.9,0.0
1,2025-04-09 22:00:00,7.61,0.0
1,2025-04-09 23:00:00,7.32,0.0
1,2025-04-10 00:00:00,6.16,0.0
1,2025-04-10 01:00:00,7.94,6.8
1,2025-04-10 02:00:00,5.05,14.08
1,2025-04-10 03:00:00,7.72,20.6
1,2025-04-10 04:00:00,7.83,15.78
1,2025-04-10 05:00:00,9.47,0.0
1,2025-04-10 06:00:00,8.67,0.0
1,2025-04-10 07:00:00,10.68,174.5
1,2025-04-10 08:00:00,11.82,297.44
1,2025-04-10 09:00:00,13.92,416.73
1,2025-04-10 10:00:00,13.24,486.98
1,2025-04-10 11:00:00,11.96,598.83
1,2025-04-10 12:00:00,14.91,595.82
1,2025-04-10 13:00:00,15.51,571.72
1,2025-04-10 14:00:00,14.27,505.58
1,2025-04-10 15:00:00,11.74,406.11
1,2025-04-10 16:00:00,14.19,280.53
1,2025-04-10 17:00:00,11.38,140.36
1,2025-04-10 18:00:00,12.06,2.87
1,2025-04-10 19:00:00,11.5,0.0
1,2025-04-10 20:00:00,7.13,0.0
1,2025-04-10 21:00:00,8.09,14.17
1,2025-04-10 22:00:00,8.18,0.0
1,2025-04-10 23:00:00,6.65,7.72
1,2025-04-11 00:00:00,5.47,0.0
1,2025-04-11 01:00:00,5.7,19.6
1,2025-04-11 02:00:00,6.32,21.38
1,2025-04-11 03:00:00,6.81,0.0
1,2025-04-11 04:00:00,5.56,0.0
1,2025-04-11 05:00:00,6.98,5.98
1,2025-04-11 06:00:00,10.38,0.0
1,2025-04-11 07:00:00,9.78,138.8
1,2025-04-11 08:00:00,10.55,314.62
1,2025-04-11 09:00:00,12.83,436.54
1,2025-04-11 10:00:00,11.87,533.91
1,2025-04-11 11:00:00,13.41,598.6
1,2025-04-11 12:00:00,15.96,605.98
1,2025-04-11 13:00:00,14.11,555.44
1,2025-04-11 14:00:00,12.42,502.97
1,2025-04-11 15:00:00,14.14,447.41
1,2025-04-11 16:00:00,13.06,281.78
1,2025-04-11 17:00:00,12.76,170.82
1,2025-04-11 18:00:00,9.63,27.8
1,2025-04-11 19:00:00,8.91,0.0
1,2025-04-11 20:00:00,8.96,29.45
1,2025-04-11 21:00:00,7.4,0.0
1,2025-04-11 22:00:00,7.61,0.0
1,2025-04-11 23:00:00,7.26,0.0
1,2025-04-12 00:00:00,5.63,0.0
1,2025-04-12 01:00:00,5.49,0.0
1,2025-04-12 02:00:00,5.9,0.0
1,2025-04-12 03:00:00,8.99,0.0
1,2025-04-12 04:00:00,8.26,0.0
1,2025-04-12 05:00:00,7.27,18.21
1,2025-04-12 06:00:00,10.43,0.0
1,2025-04-12 07:00:00,11.14,130.34
1,2025-04-12 08:00:00,9.8,278.86
1,2025-04-12 09:00:00,10.65,424.75
1,2025-04-12 10:00:00,13.37,543.13
1,2025-04-12 11:00:00,12.32,604.79
1,2025-04-12 12:00:00,15.6,626.71
1,2025-04-12 13:00:00,14.06,587.76
1,2025-04-12 14:00:00,15.97,515.14
1,2025-04-12 15:00:00,12.7,420.02
1,2025-04-12 16:00:00,11.37,328.88
1,2025-04-12 17:00:00,13.82,132.98
1,2025-04-12 18:00:00,10.62,28.42
