meter_id,tariff_zone_id,measured_at,consumption_kwh,voltage_v,power_factor,quality_flag
6,2,2025-04-26 16:00:00,4.3971,229.93,0.926,valid
7,2,2025-04-26 16:00:00,4.5416,225.47,0.982,valid
8,2,2025-04-26 16:00:00,3.9585,227.94,0.923,valid
9,2,2025-04-26 16:00:00,3.5082,224.93,0.948,valid
10,2,2025-04-26 16:00:00,3.5868,227.64,0.929,valid
11,2,2025-04-26 16:00:00,3.3101,227.41,0.934,valid
12,2,2025-04-26 16:00:00,2.9742,222.67,0.957,valid
13,2,2025-04-26 16:00:00,2.9504,219.76,0.915,valid
14,2,2025-04-26 16:00:00,3.0052,231.73,0.921,valid
1,2,2025-04-26 17:00:00,7.1094,219.02,0.927,valid
2,2,2025-04-26 17:00:00,5.9517,231.54,0.93,valid
3,2,2025-04-26 17:00:00,5.5145,227.88,0.93,valid
4,2,2025-04-26 17:00:00,5.0363,222.04,0.925,valid
5,2,2025-04-26 17:00:00,4.8882,218.8,0.969,valid
6,2,2025-04-26 17:00:00,4.6015,224.53,0.925,valid
7,2,2025-04-26 17:00:00,4.3848,228.32,0.945,valid
8,2,2025-04-26 17:00:00,3.9822,231.92,0.967,valid
9,2,2025-04-26 17:00:00,3.5882,228.98,0.964,valid
10,2,2025-04-26 17:00:00,3.3336,231.76,0.976,valid
11,2,2025-04-26 17:00:00,3.2299,218.49,0.965,valid
12,2,2025-04-26 17:00:00,2.9191,230.12,0.926,valid
13,2,2025-04-26 17:00:00,2.9653,222.49,0.969,valid
14,2,2025-04-26 17:00:00,3.1618,220.6,0.942,valid
1,2,2025-04-26 18:00:00,7.1933,222.37,0.954,valid
2,2,2025-04-26 18:00:00,5.9799,223.83,0.938,valid
3,2,2025-04-26 18:00:00,5.8237,225.97,0.966,valid
4,2,2025-04-26 18:00:00,5.254,229.65,0.988,valid
5,2,2025-04-26 18:00:00,4.956,220.39,0.987,valid
6,2,2025-04-26 18:00:00,4.5707,225.22,0.981,valid
7,2,2025-04-26 18:00:00,4.3773,227.29,0.947,valid
8,2,2025-04-26 18:00:00,4.0692,229.64,0.915,valid
9,2,2025-04-26 18:00:00,3.6632,218.2,0.927,valid
10,2,2025-04-26 18:00:00,3.4284,230.23,0.925,valid
11,2,2025-04-26 18:00:00,3.2244,225.83,0.923,valid
12,2,2025-04-26 18:00:00,3.0535,218.9,0.945,valid
13,2,2025-04-26 18:00:00,2.9787,219.63,0.931,valid
14,2,2025-04-26 18:00:00,2.8868,223.04,0.984,valid
1,2,2025-04-26 19:00:00,6.2261,218.57,0.934,valid
2,2,2025-04-26 19:00:00,4.9238,229.72,0.918,valid
3,2,2025-04-26 19:00:00,4.6861,221.23,0.938,valid
4,2,2025-04-26 19:00:00,4.2462,229.63,0.982,valid
5,2,2025-04-26 19:00:00,4.0066,219.66,0.934,valid
6,2,2025-04-26 19:00:00,3.6551,226.37,0.926,valid
7,2,2025-04-26 19:00:00,3.6522,230.75,0.936,valid
8,2,2025-04-26 19:00:00,3.2817,220.18,0.948,valid
9,2,2025-04-26 19:00:00,2.9519,218.7,0.961,valid
10,2,2025-04-26 19:00:00,2.9277,229.38,0.94,valid
11,2,2025-04-26 19:00:00,2.6225,229.95,0.914,valid
12,2,2025-04-26 19:00:00,2.4007,219.25,0.981,valid
13,2,2025-04-26 19:00:00,2.3528,230.89,0.986,valid
14,2,2025-04-26 19:00:00,2.4173,221.34,0.912,valid
1,3,2025-04-26 20:00:00,5.9489,228.42,0.973,valid
2,3,2025-04-26 20:00:00,5.2225,228.7,0.943,valid
3,3,2025-04-26 20:00:00,4.8117,224.44,0.953,valid
4,3,2025-04-26 20:00:00,3.9808,224.68,0.912,valid
5,3,2025-04-26 20:00:00,4.0706,231.92,0.961,valid
6,3,2025-04-26 20:00:00,3.7143,223.38,0.916,valid
7,3,2025-04-26 20:00:00,3.3944,224.9,0.969,valid
8,3,2025-04-26 20:00:00,3.0917,219.28,0.987,valid
9,3,2025-04-26 20:00:00,2.97,228.85,0.914,valid
10,3,2025-04-26 20:00:00,2.9457,221.26,0.966,valid
11,3,2025-04-26 20:00:00,2.4581,218.57,0.968,valid
12,3,2025-04-26 20:00:00,2.4176,222.72,0.939,valid
13,3,2025-04-26 20:00:00,2.4492,225.41,0.92,valid
14,3,2025-04-26 20:00:00,2.5366,219.45,0.946,valid
1,3,2025-04-26 21:00:00,5.8697,221.83,0.944,valid
2,3,2025-04-26 21:00:00,4.8261,227.1,0.927,valid
3,3,2025-04-26 21:00:00,4.6224,218.99,0.99,valid
4,3,2025-04-26 21:00:00,4.2505,219.39,0.963,valid
5,3,2025-04-26 21:00:00,4.141,222.66,0.989,valid
6,3,2025-04-26 21:00:00,3.8055,230.41,0.967,valid
7,3,2025-04-26 21:00:00,3.4965,219.87,0.975,valid
8,3,2025-04-26 21:00:00,3.3046,221.9,0.941,valid
9,3,2025-04-26 21:00:00,3.0154,222.74,0.919,valid
10,3,2025-04-26 21:00:00,2.7715,228.3,0.936,valid
11,3,2025-04-26 21:00:00,2.5858,222.8,0.919,valid
12,3,2025-04-26 21:00:00,2.4292,230.69,0.94,valid
13,3,2025-04-26 21:00:00,2.3182,231.85,0.971,valid
14,3,2025-04-26 21:00:00,2.3559,223.59,0.934,valid
1,2,2025-04-26 22:00:00,5.9839,224.01,0.957,valid
2,2,2025-04-26 22:00:00,4.8983,224.52,0.956,valid
3,2,2025-04-26 22:00:00,4.3783,224.02,0.983,valid
4,2,2025-04-26 22:00:00,4.2784,230.79,0.911,valid
5,2,2025-04-26 22:00:00,4.1327,227.67,0.989,valid
6,2,2025-04-26 22:00:00,3.9318,228.2,0.955,valid
7,2,2025-04-26 22:00:00,3.6147,221.51,0.99,valid
8,2,2025-04-26 22:00:00,3.2505,224.03,0.97,valid
9,2,2025-04-26 22:00:00,3.1394,223.51,0.967,valid
10,2,2025-04-26 22:00:00,2.8549,227.12,0.978,valid
11,2,2025-04-26 22:00:00,2.703,223.75,0.93,valid
12,2,2025-04-26 22:00:00,2.4609,227.09,0.97,valid
13,2,2025-04-26 22:00:00,2.4736,231.43,0.93,valid
14,2,2025-04-26 22:00:00,2.4946,229.19,0.983,valid
1,1,2025-04-26 23:00:00,6.3314,225.87,0.982,valid
2,1,2025-04-26 23:00:00,5.053,231.25,0.914,valid
3,1,2025-04-26 23:00:00,4.522,231.43,0.93,valid
4,1,2025-04-26 23:00:00,4.2405,228.61,0.964,valid
5,1,2025-04-26 23:00:00,4.1321,224.34,0.969,valid
6,1,2025-04-26 23:00:00,4.0224,227.32,0.953,valid
7,1,2025-04-26 23:00:00,3.5102,221.83,0.95,valid
8,1,2025-04-26 23:00:00,3.3061,228.47,0.988,valid
9,1,2025-04-26 23:00:00,3.1605,231.67,0.935,valid
10,1,2025-04-26 23:00:00,3.0545,223.64,0.973,valid
11,1,2025-04-26 23:00:00,2.6567,224.7,0.956,valid
12,1,2025-04-26 23:00:00,2.6063,229.5,0.957,valid
13,1,2025-04-26 23:00:00,2.6229,219.45,0.963,valid
14,1,2025-04-26 23:00:00,2.493,223.63,0.954,valid
1,1,2025-04-27 00:00:00,5.7628,228.12,0.917,valid
2,1,2025-04-27 00:00:00,5.1094,219.98,0.985,valid
3,1,2025-04-27 00:00:00,4.4887,222.2,0.946,valid
4,1,2025-04-27 00:00:00,4.2563,224.8,0.942,valid
5,1,2025-04-27 00:00:00,4.1245,231.46,0.953,valid
6,1,2025-04-27 00:00:00,3.7518,225.05,0.931,valid
7,1,2025-04-27 00:00:00,3.4727,223.92,0.917,valid
8,1,2025-04-27 00:00:00,3.2201,220.24,0.917,valid
9,1,2025-04-27 00:00:00,2.9193,222.95,0.93,valid
10,1,2025-04-27 00:00:00,2.9211,222.89,0.956,valid
11,1,2025-04-27 00:00:00,2.5259,231.67,0.943,valid
12,1,2025-04-27 00:00:00,2.4502,227.93,0.912,valid
13,1,2025-04-27 00:00:00,2.4359,224.54,0.959,valid
14,1,2025-04-27 00:00:00,2.4482,218.35,0.916,valid
1,1,2025-04-27 01:00:00,6.0915,231.41,0.964,valid
2,1,2025-04-27 01:00:00,5.1488,225.69,0.969,valid
3,1,2025-04-27 01:00:00,4.6274,221.27,0.917,valid
4,1,2025-04-27 01:00:00,4.1374,223.6,0.942,valid
5,1,2025-04-27 01:00:00,3.8489,224.13,0.944,valid
6,1,2025-04-27 01:00:00,3.7594,222.39,0.911,valid
7,1,2025-04-27 01:00:00,3.3992,223.09,0.931,valid
8,1,2025-04-27 01:00:00,3.2896,220.56,0.92,valid
9,1,2025-04-27 01:00:00,3.1145,224.64,0.956,valid
10,1,2025-04-27 01:00:00,2.7607,225.66,0.917,valid
11,1,2025-04-27 01:00:00,2.6065,218.27,0.985,valid
12,1,2025-04-27 01:00:00,2.4715,227.67,0.938,valid
13,1,2025-04-27 01:00:00,2.4034,223.97,0.949,valid
14,1,2025-04-27 01:00:00,2.3571,226.99,0.989,valid
1,1,2025-04-27 02:00:00,6.0744,223.15,0.938,valid
2,1,2025-04-27 02:00:00,5.1506,221.96,0.95,valid
3,1,2025-04-27 02:00:00,4.3654,227.27,0.928,valid
4,1,2025-04-27 02:00:00,4.1536,220.65,0.923,valid
5,1,2025-04-27 02:00:00,3.8465,219.7,0.97,valid
6,1,2025-04-27 02:00:00,3.9339,224.77,0.966,valid
7,1,2025-04-27 02:00:00,3.4699,231.84,0.943,valid
8,1,2025-04-27 02:00:00,3.1529,218.88,0.919,valid
9,1,2025-04-27 02:00:00,3.0359,221.59,0.982,valid
10,1,2025-04-27 02:00:00,2.8311,218.81,0.938,valid
11,1,2025-04-27 02:00:00,2.6936,220.72,0.911,valid
12,1,2025-04-27 02:00:00,2.3835,223.9,0.958,valid
13,1,2025-04-27 02:00:00,2.3057,227.22,0.925,valid
14,1,2025-04-27 02:00:00,2.3521,218.61,0.971,valid
1,1,2025-04-27 03:00:00,5.9188,227.07,0.966,valid
2,1,2025-04-27 03:00:00,4.7618,220.04,0.983,valid
3,1,2025-04-27 03:00:00,4.5699,228.49,0.933,valid
4,1,2025-04-27 03:00:00,4.2734,227.41,0.916,valid
5,1,2025-04-27 03:00:00,4.1438,223.03,0.963,valid
6,1,2025-04-27 03:00:00,3.8051,228.67,0.965,valid
7,1,2025-04-27 03:00:00,3.4108,227.01,0.917,valid
8,1,2025-04-27 03:00:00,3.3199,218.82,0.97,valid
9,1,2025-04-27 03:00:00,2.9349,222.88,0.989,valid
10,1,2025-04-27 03:00:00,2.7915,230.52,0.919,valid
11,1,2025-04-27 03:00:00,2.467,230.71,0.964,valid
12,1,2025-04-27 03:00:00,2.4471,229.02,0.971,valid
13,1,2025-04-27 03:00:00,2.4959,224.59,0.967,valid
14,1,2025-04-27 03:00:00,2.3568,227.61,0.961,valid
1,1,2025-04-27 04:00:00,5.9146,218.68,0.946,valid
2,1,2025-04-27 04:00:00,5.2345,229.82,0.944,valid
3,1,2025-04-27 04:00:00,4.5967,218.05,0.973,valid
4,1,2025-04-27 04:00:00,4.332,229.75,0.99,valid
5,1,2025-04-27 04:00:00,3.9907,225.2,0.951,valid
6,1,2025-04-27 04:00:00,3.8233,226.99,0.918,valid
7,1,2025-04-27 04:00:00,3.6211,229.94,0.922,valid
8,1,2025-04-27 04:00:00,3.1368,222.91,0.914,valid
9,1,2025-04-27 04:00:00,2.9195,220.88,0.968,valid
10,1,2025-04-27 04:00:00,2.7035,222.8,0.94,valid
11,1,2025-04-27 04:00:00,2.5899,221.41,0.921,valid
12,1,2025-04-27 04:00:00,2.4264,226.31,0.988,valid
13,1,2025-04-27 04:00:00,2.3886,230.86,0.94,valid
14,1,2025-04-27 04:00:00,2.3886,226.37,0.946,valid
1,1,2025-04-27 05:00:00,6.2713,218.72,0.989,valid
2,1,2025-04-27 05:00:00,5.1997,219.08,0.935,valid
3,1,2025-04-27 05:00:00,4.4377,223.7,0.98,valid
4,1,2025-04-27 05:00:00,4.3002,219.44,0.955,valid
5,1,2025-04-27 05:00:00,4.0937,224.48,0.915,valid
6,1,2025-04-27 05:00:00,3.9264,231.5,0.942,valid
7,1,2025-04-27 05:00:00,3.6453,224.59,0.98,valid
8,1,2025-04-27 05:00:00,3.1664,227.16,0.981,valid
9,1,2025-04-27 05:00:00,2.8505,223.26,0.913,valid
10,1,2025-04-27 05:00:00,2.785,221.59,0.913,valid
11,1,2025-04-27 05:00:00,2.5989,220.45,0.973,valid
12,1,2025-04-27 05:00:00,2.3639,225.07,0.95,valid
13,1,2025-04-27 05:00:00,2.4911,223.75,0.972,valid
14,1,2025-04-27 05:00:00,2.358,221.87,0.951,valid
1,1,2025-04-27 06:00:00,6.2481,224.49,0.96,valid
2,1,2025-04-27 06:00:00,4.9251,222.39,0.956,valid
3,1,2025-04-27 06:00:00,4.6076,220.62,0.959,valid
4,1,2025-04-27 06:00:00,4.0247,221.4,0.977,valid
5,1,2025-04-27 06:00:00,4.0842,231.9,0.99,valid
6,1,2025-04-27 06:00:00,3.6962,227.99,0.914,valid
7,1,2025-04-27 06:00:00,3.6815,225.4,0.943,valid
8,1,2025-04-27 06:00:00,3.2487,219.39,0.927,valid
9,1,2025-04-27 06:00:00,2.9438,220.61,0.979,valid
10,1,2025-04-27 06:00:00,2.9626,230.02,0.933,valid
11,1,2025-04-27 06:00:00,2.4926,218.53,0.96,valid
12,1,2025-04-27 06:00:00,2.3937,221.2,0.98,valid
13,1,2025-04-27 06:00:00,2.4648,220.68,0.973,valid
14,1,2025-04-27 06:00:00,2.3367,219.51,0.91,valid
1,2,2025-04-27 07:00:00,5.907,220.41,0.959,valid
2,2,2025-04-27 07:00:00,5.1911,219.59,0.933,valid
3,2,2025-04-27 07:00:00,4.5559,223.71,0.972,valid
4,2,2025-04-27 07:00:00,4.1,220.8,0.987,valid
5,2,2025-04-27 07:00:00,4.1031,227.54,0.916,valid
6,2,2025-04-27 07:00:00,3.6853,221.12,0.97,valid
7,2,2025-04-27 07:00:00,3.4549,220.29,0.916,valid
8,2,2025-04-27 07:00:00,3.2413,222.37,0.942,valid
9,2,2025-04-27 07:00:00,3.0111,229.62,0.964,valid
10,2,2025-04-27 07:00:00,2.7955,228.73,0.958,valid
11,2,2025-04-27 07:00:00,2.5333,227.53,0.949,valid
12,2,2025-04-27 07:00:00,2.5228,228.73,0.959,valid
13,2,2025-04-27 07:00:00,2.3672,227.43,0.987,valid
14,2,2025-04-27 07:00:00,2.4892,218.24,0.975,valid
1,3,2025-04-27 08:00:00,6.1609,222.07,0.977,valid
2,3,2025-04-27 08:00:00,5.0583,223.12,0.939,valid
3,3,2025-04-27 08:00:00,4.5166,229.79,0.921,valid
4,3,2025-04-27 08:00:00,4.4497,223.86,0.942,valid
5,3,2025-04-27 08:00:00,3.9152,227.4,0.918,valid
6,3,2025-04-27 08:00:00,3.7679,228.6,0.959,valid
7,3,2025-04-27 08:00:00,3.5301,231.28,0.99,valid
8,3,2025-04-27 08:00:00,3.3803,230.75,0.927,valid
9,3,2025-04-27 08:00:00,3.0311,231.93,0.966,valid
10,3,2025-04-27 08:00:00,2.861,221.49,0.955,valid
11,3,2025-04-27 08:00:00,2.758,225.49,0.985,valid
12,3,2025-04-27 08:00:00,2.411,228.25,0.964,valid
13,3,2025-04-27 08:00:00,2.4339,220.17,0.922,valid
14,3,2025-04-27 08:00:00,2.6399,225.59,0.926,valid
1,3,2025-04-27 09:00:00,8.1869,228.81,0.952,valid
2,3,2025-04-27 09:00:00,6.6506,226.92,0.937,valid
3,3,2025-04-27 09:00:00,5.947,231.64,0.974,valid
4,3,2025-04-27 09:00:00,5.6896,220.77,0.921,valid
5,3,2025-04-27 09:00:00,5.2794,228.54,0.982,valid
6,3,2025-04-27 09:00:00,5.0965,219.62,0.921,valid
7,3,2025-04-27 09:00:00,4.9489,229.4,0.921,valid
8,3,2025-04-27 09:00:00,4.2383,220.08,0.955,valid
9,3,2025-04-27 09:00:00,3.9269,226.61,0.914,valid
10,3,2025-04-27 09:00:00,3.7762,222.47,0.961,valid
11,3,2025-04-27 09:00:00,3.6263,230.91,0.918,valid
12,3,2025-04-27 09:00:00,3.4169,231.54,0.952,valid
13,3,2025-04-27 09:00:00,3.4197,226.85,0.958,valid
14,3,2025-04-27 09:00:00,3.2242,225.59,0.952,valid
1,3,2025-04-27 10:00:00,7.7819,230.62,0.925,valid
2,3,2025-04-27 10:00:00,6.4087,223.7,0.941,valid
3,3,2025-04-27 10:00:00,6.0749,227.16,0.957,valid
4,3,2025-04-27 10:00:00,5.6401,220.68,0.923,valid
5,3,2025-04-27 10:00:00,5.3229,228.37,0.956,valid
6,3,2025-04-27 10:00:00,4.987,218.33,0.989,valid
7,3,2025-04-27 10:00:00,4.4157,226.43,0.922,valid
8,3,2025-04-27 10:00:00,4.3863,225.87,0.92,valid
9,3,2025-04-27 10:00:00,3.9902,227.59,0.913,valid
10,3,2025-04-27 10:00:00,3.6213,223.59,0.925,valid
11,3,2025-04-27 10:00:00,3.2592,229.13,0.962,valid
12,3,2025-04-27 10:00:00,3.0992,223.36,0.938,valid
13,3,2025-04-27 10:00:00,3.0781,228.48,0.912,valid
14,3,2025-04-27 10:00:00,3.1033,219.72,0.927,valid
1,2,2025-04-27 11:00:00,7.6373,222.29,0.936,valid
2,2,2025-04-27 11:00:00,6.8029,224.81,0.931,valid
3,2,2025-04-27 11:00:00,6.0234,225.09,0.935,valid
4,2,2025-04-27 11:00:00,5.6897,229.33,0.961,valid
5,2,2025-04-27 11:00:00,5.1086,227.42,0.937,valid
6,2,2025-04-27 11:00:00,5.2074,222.53,0.98,valid
7,2,2025-04-27 11:00:00,4.7784,218.04,0.948,valid
8,2,2025-04-27 11:00:00,4.2274,220.9,0.948,valid
9,2,2025-04-27 11:00:00,4.0748,227.85,0.94,valid
10,2,2025-04-27 11:00:00,3.9348,219.64,0.983,valid
11,2,2025-04-27 11:00:00,3.5637,223.51,0.93,valid
12,2,2025-04-27 11:00:00,3.1897,225.58,0.913,valid
13,2,2025-04-27 11:00:00,3.2259,224.75,0.976,valid
14,2,2025-04-27 11:00:00,3.2883,222.43,0.911,valid
1,2,2025-04-27 12:00:00,7.2633,231.3,0.951,valid
2,2,2025-04-27 12:00:00,5.7834,221.99,0.955,valid
3,2,2025-04-27 12:00:00,5.412,226.32,0.916,valid
4,2,2025-04-27 12:00:00,4.978,227.11,0.982,valid
5,2,2025-04-27 12:00:00,4.5894,229.88,0.915,valid
6,2,2025-04-27 12:00:00,4.5751,229.35,0.983,valid
7,2,2025-04-27 12:00:00,4.1839,220.86,0.911,valid
8,2,2025-04-27 12:00:00,3.7155,228.57,0.962,valid
9,2,2025-04-27 12:00:00,3.5727,218.19,0.924,valid
10,2,2025-04-27 12:00:00,3.4289,220.91,0.952,valid
11,2,2025-04-27 12:00:00,3.2356,219.98,0.915,valid
12,2,2025-04-27 12:00:00,2.7941,227.02,0.974,valid
13,2,2025-04-27 12:00:00,2.886,222.0,0.922,valid
14,2,2025-04-27 12:00:00,2.9123,220.0,0.98,valid
1,2,2025-04-27 13:00:00,7.8846,230.56,0.972,valid
2,2,2025-04-27 13:00:00,6.4645,224.27,0.967,valid
3,2,2025-04-27 13:00:00,5.5518,226.22,0.981,valid
4,2,2025-04-27 13:00:00,5.0826,228.76,0.947,valid
5,2,2025-04-27 13:00:00,4.8995,227.74,0.973,valid
6,2,2025-04-27 13:00:00,4.5492,228.34,0.972,valid
7,2,2025-04-27 13:00:00,4.7111,227.78,0.965,valid
8,2,2025-04-27 13:00:00,4.0993,229.58,0.987,valid
9,2,2025-04-27 13:00:00,3.9781,227.54,0.957,valid
10,2,2025-04-27 13:00:00,3.7104,223.86,0.941,valid
11,2,2025-04-27 13:00:00,3.3775,224.26,0.956,valid
12,2,2025-04-27 13:00:00,3.0483,227.93,0.964,valid
13,2,2025-04-27 13:00:00,3.2201,230.2,0.969,valid
14,2,2025-04-27 13:00:00,3.0456,223.18,0.937,valid
1,2,2025-04-27 14:00:00,8.3944,220.29,0.92,valid
2,2,2025-04-27 14:00:00,7.0868,229.86,0.912,valid
3,2,2025-04-27 14:00:00,6.4418,227.08,0.916,valid
4,2,2025-04-27 14:00:00,5.8522,228.77,0.928,valid
5,2,2025-04-27 14:00:00,5.5086,225.18,0.96,valid
6,2,2025-04-27 14:00:00,5.0782,218.77,0.929,valid
7,2,2025-04-27 14:00:00,5.0013,227.88,0.966,valid
8,2,2025-04-27 14:00:00,4.3334,218.85,0.951,valid
9,2,2025-04-27 14:00:00,4.0309,222.8,0.932,valid
10,2,2025-04-27 14:00:00,3.9793,219.25,0.915,valid
11,2,2025-04-27 14:00:00,3.5595,231.08,0.958,valid
12,2,2025-04-27 14:00:00,3.3185,228.44,0.924,valid
13,2,2025-04-27 14:00:00,3.4353,231.07,0.951,valid
14,2,2025-04-27 14:00:00,3.4803,223.14,0.947,valid
1,2,2025-04-27 15:00:00,8.1326,219.4,0.939,valid
2,2,2025-04-27 15:00:00,7.0631,226.27,0.916,valid
3,2,2025-04-27 15:00:00,6.3102,231.84,0.94,valid
4,2,2025-04-27 15:00:00,5.8104,230.99,0.971,valid
5,2,2025-04-27 15:00:00,5.3964,228.9,0.925,valid
6,2,2025-04-27 15:00:00,5.1236,218.49,0.934,valid
7,2,2025-04-27 15:00:00,4.8099,218.98,0.926,valid
8,2,2025-04-27 15:00:00,4.5322,229.65,0.927,valid
9,2,2025-04-27 15:00:00,3.9331,225.29,0.938,valid
10,2,2025-04-27 15:00:00,3.8004,224.64,0.912,valid
11,2,2025-04-27 15:00:00,3.508,226.84,0.912,valid
12,2,2025-04-27 15:00:00,3.3003,229.69,0.968,valid
13,2,2025-04-27 15:00:00,3.4338,225.92,0.989,valid
14,2,2025-04-27 15:00:00,3.3301,230.96,0.957,valid
1,2,2025-04-27 16:00:00,8.3284,219.36,0.963,valid
2,2,2025-04-27 16:00:00,6.6906,225.84,0.979,valid
3,2,2025-04-27 16:00:00,5.8496,227.17,0.957,valid
4,2,2025-04-27 16:00:00,5.4862,218.05,0.923,valid
5,2,2025-04-27 16:00:00,5.0827,227.97,0.971,valid
6,2,2025-04-27 16:00:00,4.8561,220.23,0.921,valid
7,2,2025-04-27 16:00:00,4.6773,225.22,0.931,valid
8,2,2025-04-27 16:00:00,4.4199,221.65,0.99,valid
9,2,2025-04-27 16:00:00,3.8214,218.91,0.979,valid
10,2,2025-04-27 16:00:00,3.6983,229.03,0.935,valid
11,2,2025-04-27 16:00:00,3.268,222.88,0.919,valid
12,2,2025-04-27 16:00:00,3.0703,225.77,0.968,valid
13,2,2025-04-27 16:00:00,3.3325,227.78,0.911,valid
14,2,2025-04-27 16:00:00,3.1422,225.4,0.912,valid
1,2,2025-04-27 17:00:00,7.5653,218.79,0.943,valid
2,2,2025-04-27 17:00:00,6.1408,219.21,0.966,valid
3,2,2025-04-27 17:00:00,5.4713,223.09,0.954,valid
4,2,2025-04-27 17:00:00,5.2848,219.19,0.941,valid
5,2,2025-04-27 17:00:00,4.9796,220.36,0.937,valid
6,2,2025-04-27 17:00:00,4.4109,227.65,0.977,valid
7,2,2025-04-27 17:00:00,4.1469,219.75,0.93,valid
8,2,2025-04-27 17:00:00,4.1086,224.13,0.957,valid
9,2,2025-04-27 17:00:00,3.5328,230.55,0.986,valid
10,2,2025-04-27 17:00:00,3.4626,223.99,0.969,valid
11,2,2025-04-27 17:00:00,3.1819,227.26,0.919,valid
12,2,2025-04-27 17:00:00,3.0611,222.37,0.912,valid
13,2,2025-04-27 17:00:00,2.9082,219.21,0.954,valid
14,2,2025-04-27 17:00:00,2.9159,228.85,0.974,valid
1,2,2025-04-27 18:00:00,8.6566,231.99,0.921,valid
2,2,2025-04-27 18:00:00,7.2342,218.19,0.917,valid
3,2,2025-04-27 18:00:00,6.3193,231.92,0.948,valid
4,2,2025-04-27 18:00:00,5.936,225.02,0.926,valid
5,2,2025-04-27 18:00:00,5.4701,231.37,0.965,valid
6,2,2025-04-27 18:00:00,5.086,227.05,0.951,valid
7,2,2025-04-27 18:00:00,4.9876,224.18,0.934,valid
8,2,2025-04-27 18:00:00,4.5828,231.87,0.922,valid
9,2,2025-04-27 18:00:00,4.308,221.99,0.951,valid
10,2,2025-04-27 18:00:00,3.8903,223.47,0.951,valid
11,2,2025-04-27 18:00:00,3.7388,229.68,0.976,valid
12,2,2025-04-27 18:00:00,3.2066,231.72,0.967,valid
13,2,2025-04-27 18:00:00,3.3882,227.41,0.926,valid
14,2,2025-04-27 18:00:00,3.2463,230.69,0.938,valid
1,2,2025-04-27 19:00:00,6.0816,223.48,0.97,valid
2,2,2025-04-27 19:00:00,4.8725,231.89,0.955,valid
3,2,2025-04-27 19:00:00,4.4362,226.29,0.91,valid
4,2,2025-04-27 19:00:00,4.1008,230.42,0.947,valid
5,2,2025-04-27 19:00:00,4.1462,227.73,0.973,valid
6,2,2025-04-27 19:00:00,3.8317,221.99,0.972,valid
7,2,2025-04-27 19:00:00,3.5478,226.57,0.912,valid
8,2,2025-04-27 19:00:00,3.3684,225.02,0.955,valid
9,2,2025-04-27 19:00:00,2.9104,218.18,0.913,valid
10,2,2025-04-27 19:00:00,2.9166,223.24,0.929,valid
11,2,2025-04-27 19:00:00,2.6935,219.16,0.971,valid
12,2,2025-04-27 19:00:00,2.5253,218.65,0.984,valid
13,2,2025-04-27 19:00:00,2.3163,228.61,0.961,valid
14,2,2025-04-27 19:00:00,2.3543,226.79,0.983,valid
1,3,2025-04-27 20:00:00,5.8184,230.67,0.961,valid
2,3,2025-04-27 20:00:00,5.1622,219.7,0.941,valid
3,3,2025-04-27 20:00:00,4.507,229.98,0.981,valid
4,3,2025-04-27 20:00:00,4.1137,222.14,0.93,valid
5,3,2025-04-27 20:00:00,4.0148,225.35,0.948,valid
6,3,2025-04-27 20:00:00,3.9154,219.28,0.951,valid
7,3,2025-04-27 20:00:00,3.6481,231.15,0.982,valid
8,3,2025-04-27 20:00:00,3.3646,230.79,0.911,valid
9,3,2025-04-27 20:00:00,3.0,229.27,0.919,valid
10,3,2025-04-27 20:00:00,2.7371,225.23,0.973,valid
11,3,2025-04-27 20:00:00,2.549,220.2,0.953,valid
12,3,2025-04-27 20:00:00,2.3648,222.28,0.975,valid
13,3,2025-04-27 20:00:00,2.3812,218.6,0.933,valid
14,3,2025-04-27 20:00:00,2.495,229.44,0.931,valid
1,3,2025-04-27 21:00:00,6.1785,223.56,0.944,valid
2,3,2025-04-27 21:00:00,5.0237,225.59,0.937,valid
3,3,2025-04-27 21:00:00,4.6219,226.02,0.935,valid
4,3,2025-04-27 21:00:00,4.2367,226.09,0.931,valid
5,3,2025-04-27 21:00:00,3.8,221.68,0.97,valid
6,3,2025-04-27 21:00:00,3.6959,222.89,0.946,valid
7,3,2025-04-27 21:00:00,3.4135,231.22,0.962,valid
8,3,2025-04-27 21:00:00,3.0901,221.83,0.971,valid
9,3,2025-04-27 21:00:00,3.1299,231.04,0.931,valid
10,3,2025-04-27 21:00:00,2.947,220.93,0.912,valid
11,3,2025-04-27 21:00:00,2.6114,228.1,0.962,valid
12,3,2025-04-27 21:00:00,2.5033,221.71,0.962,valid
13,3,2025-04-27 21:00:00,2.3857,221.21,0.954,valid
14,3,2025-04-27 21:00:00,2.3533,225.87,0.95,valid
1,2,2025-04-27 22:00:00,6.183,230.74,0.957,valid
2,2,2025-04-27 22:00:00,4.9973,226.66,0.954,valid
3,2,2025-04-27 22:00:00,4.3629,225.57,0.924,valid
4,2,2025-04-27 22:00:00,4.0318,223.89,0.984,valid
5,2,2025-04-27 22:00:00,3.8076,219.11,0.938,valid
6,2,2025-04-27 22:00:00,3.7869,225.46,0.919,valid
7,2,2025-04-27 22:00:00,3.6766,228.84,0.98,valid
8,2,2025-04-27 22:00:00,3.2258,229.88,0.93,valid
